#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000406865.1	PRJNA224116	SAMN02141994	APWI00000000.1	na	1304923	573	Klebsiella pneumoniae 540_1460	strain=540_1460		latest	Contig	Major	Full	2013/06/04	gkp56v01	JCVI	GCA_000406865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/865/GCF_000406865.1_gkp56v01		
GCF_000406885.1	PRJNA224116	SAMN02141995	APWJ00000000.1	na	1304924	573	Klebsiella pneumoniae 646_1568	strain=646_1568		latest	Contig	Major	Full	2013/06/04	gkp57v01	JCVI	GCA_000406885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/885/GCF_000406885.1_gkp57v01		
GCF_000408965.1	PRJNA224116	SAMN02141987	ARVM00000000.1	na	1284790	573	Klebsiella pneumoniae UHKPC05	strain=UHKPC05		latest	Contig	Major	Full	2013/06/05	gkp4v01	JCVI	GCA_000408965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/965/GCF_000408965.1_gkp4v01		
GCF_000408985.1	PRJNA224116	SAMN02142019	ARVN00000000.1	na	1284814	573	Klebsiella pneumoniae UHKPC 52	strain=UHKPC 52		latest	Contig	Major	Full	2013/06/05	gkp28v01	JCVI	GCA_000408985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/408/985/GCF_000408985.1_gkp28v01		
GCF_000409005.1	PRJNA224116	SAMN02142016	ARVO00000000.1	na	1284819	573	Klebsiella pneumoniae UHKPC45	strain=UHKPC45		latest	Contig	Major	Full	2013/06/05	gkp33v01	JCVI	GCA_000409005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/005/GCF_000409005.1_gkp33v01		
GCF_000409025.1	PRJNA224116	SAMN02142048	ARVP00000000.1	na	1284827	573	Klebsiella pneumoniae VAKPC278	strain=VAKPC278		latest	Contig	Major	Full	2013/06/05	gkp41v01	JCVI	GCA_000409025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/025/GCF_000409025.1_gkp41v01		
GCF_000409045.1	PRJNA224116	SAMN02141970	ARVQ00000000.1	na	1284821	573	Klebsiella pneumoniae UHKPC29	strain=UHKPC29		latest	Contig	Major	Full	2013/06/05	gkp35v01	JCVI	GCA_000409045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/045/GCF_000409045.1_gkp35v01		
GCF_000409065.1	PRJNA224116	SAMN02141996	ARPO00000000.1	na	1284796	573	Klebsiella pneumoniae DMC0526	strain=DMC0526		latest	Contig	Major	Full	2013/06/05	gkp10v01	JCVI	GCA_000409065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/065/GCF_000409065.1_gkp10v01		
GCF_000409085.1	PRJNA224116	SAMN02142018	ARPP00000000.1	na	1284801	573	Klebsiella pneumoniae UHKPC48	strain=UHKPC48		latest	Contig	Major	Full	2013/06/05	gkp15v01	JCVI	GCA_000409085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/085/GCF_000409085.1_gkp15v01		
GCF_000409105.1	PRJNA224116	SAMN02142001	ARPQ00000000.1	na	1284822	573	Klebsiella pneumoniae UHKPC32	strain=UHKPC32		latest	Contig	Major	Full	2013/06/05	gkp36v01	JCVI	GCA_000409105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/105/GCF_000409105.1_gkp36v01		
GCF_000409125.1	PRJNA224116	SAMN02142020	ARPR00000000.1	na	1284817	573	Klebsiella pneumoniae UHKPC57	strain=UHKPC57		latest	Contig	Major	Full	2013/06/05	gkp31v01	JCVI	GCA_000409125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/125/GCF_000409125.1_gkp31v01		
GCF_000409715.1	PRJNA224116	SAMN02470961	AQQH00000000.1	na	1316938	573	Klebsiella pneumoniae ATCC 25955	strain=ATCC 25955		latest	Contig	Major	Full	2013/06/10	Klebsiella pneumoniae ATCC 25955 Genome sequencing	State Key Laboratory of Microbial Metabolism and School of Life Sciences and Biotechnology, Shanghai Jiao Tong University	GCA_000409715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/715/GCF_000409715.1_Klebsiella_pneumoniae_ATCC_25955_Genome_sequencing		
GCF_000409735.1	PRJNA224116	SAMN02470962	AQQI00000000.1	na	1316939	573	Klebsiella pneumoniae G5-2	strain=G5-2		latest	Contig	Major	Full	2013/06/10	Klebsiella pneumonia G5-2 Genome sequencing	State Key Laboratory of Microbial Metabolism and School of Life Sciences and Biotechnology, Shanghai Jiao Tong University	GCA_000409735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/735/GCF_000409735.1_Klebsiella_pneumonia_G5-2_Genome_sequencing		
GCF_000412575.2	PRJNA224116	SAMN01999147	AQCG00000000.1	na	1267512	573	Klebsiella pneumoniae subsp. pneumoniae B5055	strain=B5055		latest	Contig	Minor	Full	2013/06/19	B5055.1	University of Melbourne	GCA_000412575.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/575/GCF_000412575.2_B5055.1		
GCF_000417045.1	PRJNA224116	SAMN02142021	ARSE00000000.1	na	1284803	573	Klebsiella pneumoniae UHKPC59	strain=UHKPC59		latest	Contig	Major	Full	2013/07/01	gkp17v01	JCVI	GCA_000417045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/045/GCF_000417045.1_gkp17v01		
GCF_000417065.1	PRJNA224116	SAMN02142022	ARSC00000000.1	na	1284800	573	Klebsiella pneumoniae UHKPC61	strain=UHKPC61		latest	Contig	Major	Full	2013/07/01	gkp14v01	JCVI	GCA_000417065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/065/GCF_000417065.1_gkp14v01		
GCF_000417085.2	PRJNA224116	SAMN02142014		na	1284802	573	Klebsiella pneumoniae UHKPC33	strain=UHKPC33		latest	Complete Genome	Major	Full	2015/07/23	ASM41708v2	JCVI	GCA_000417085.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/085/GCF_000417085.2_ASM41708v2		
GCF_000417105.1	PRJNA224116	SAMN02141969	ARRU00000000.1	na	1284789	573	Klebsiella pneumoniae UHKPC28	strain=UHKPC28		latest	Contig	Major	Full	2013/07/01	gkp3v01	JCVI	GCA_000417105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/105/GCF_000417105.1_gkp3v01		
GCF_000417125.1	PRJNA224116	SAMN02142017	ARRV00000000.1	na	1284791	573	Klebsiella pneumoniae UHKPC47	strain=UHKPC47		latest	Contig	Major	Full	2013/07/01	gkp5v01	JCVI	GCA_000417125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/125/GCF_000417125.1_gkp5v01		
GCF_000417145.1	PRJNA224116	SAMN02141985	ARSK00000000.1	na	1284809	573	Klebsiella pneumoniae UHKPC02	strain=UHKPC02		latest	Contig	Major	Full	2013/07/01	gkp23v01	JCVI	GCA_000417145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/145/GCF_000417145.1_gkp23v01		
GCF_000417165.1	PRJNA224116	SAMN02142000	ARSI00000000.1	na	1284807	573	Klebsiella pneumoniae UHKPC31	strain=UHKPC31		latest	Contig	Major	Full	2013/07/01	gkp21v01	JCVI	GCA_000417165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/165/GCF_000417165.1_gkp21v01		
GCF_000417185.1	PRJNA224116	SAMN02141971	ARSJ00000000.1	na	1284808	573	Klebsiella pneumoniae UHKPC06	strain=UHKPC06		latest	Contig	Major	Full	2013/07/01	gkp22v01	JCVI	GCA_000417185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/185/GCF_000417185.1_gkp22v01		
GCF_000417205.1	PRJNA224116	SAMN02141982	ARSB00000000.1	na	1284799	573	Klebsiella pneumoniae DMC1316	strain=DMC1316		latest	Contig	Major	Full	2013/07/01	gkp13v01	JCVI	GCA_000417205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/205/GCF_000417205.1_gkp13v01		
GCF_000417225.2	PRJNA224116	SAMN02141981		na	1284798	573	Klebsiella pneumoniae DMC1097	strain=DMC1097		latest	Complete Genome	Major	Full	2015/07/23	ASM41722v2	JCVI	GCA_000417225.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/225/GCF_000417225.2_ASM41722v2		
GCF_000417245.1	PRJNA224116	SAMN02141976	ARSH00000000.1	na	1284806	573	Klebsiella pneumoniae UHKPC18	strain=UHKPC18		latest	Contig	Major	Full	2013/07/01	gkp20v01	JCVI	GCA_000417245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/245/GCF_000417245.1_gkp20v01		
GCF_000417265.2	PRJNA224116	SAMN02141972		na	1284804	573	Klebsiella pneumoniae UHKPC07	strain=UHKPC07		latest	Complete Genome	Major	Full	2015/07/23	ASM41726v2	JCVI	GCA_000417265.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/265/GCF_000417265.2_ASM41726v2		
GCF_000417305.1	PRJNA224116	SAMN02142026	ARRW00000000.1	na	1284793	573	Klebsiella pneumoniae UHKPC69	strain=UHKPC69		latest	Contig	Major	Full	2013/07/01	gkp7v01	JCVI	GCA_000417305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/305/GCF_000417305.1_gkp7v01		
GCF_000417325.1	PRJNA224116	SAMN02142027	ARRX00000000.1	na	1284794	573	Klebsiella pneumoniae UHKPC77	strain=UHKPC77		latest	Contig	Major	Full	2013/07/01	gkp8v01	JCVI	GCA_000417325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/325/GCF_000417325.1_gkp8v01		
GCF_000417345.1	PRJNA224116	SAMN02142029	ARRY00000000.1	na	1284795	573	Klebsiella pneumoniae UHKPC96	strain=UHKPC96		latest	Contig	Major	Full	2013/07/01	gkp9v01	JCVI	GCA_000417345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/345/GCF_000417345.1_gkp9v01		
GCF_000417365.1	PRJNA224116	SAMN02141989	ARSN00000000.1	na	1304917	573	Klebsiella pneumoniae 160_1080	strain=160_1080		latest	Contig	Major	Full	2013/07/01	gkp50v01	JCVI	GCA_000417365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/365/GCF_000417365.1_gkp50v01		
GCF_000417385.1	PRJNA224116	SAMN02141705	ARSO00000000.1	na	1304918	573	Klebsiella pneumoniae 120_1020	strain=120_1020		latest	Contig	Major	Full	2013/07/01	gkp51v01	JCVI	GCA_000417385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/385/GCF_000417385.1_gkp51v01		
GCF_000417405.1	PRJNA224116	SAMN02141988	ARSP00000000.1	na	1304916	573	Klebsiella pneumoniae 140_1040	strain=140_1040		latest	Contig	Major	Full	2013/07/01	gkp49v01	JCVI	GCA_000417405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/405/GCF_000417405.1_gkp49v01		
GCF_000417425.1	PRJNA224116	SAMN02141990	ARSQ00000000.1	na	1304919	573	Klebsiella pneumoniae 280_1220	strain=280_1220		latest	Contig	Major	Full	2013/07/01	gkp52v01	JCVI	GCA_000417425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/425/GCF_000417425.1_gkp52v01		
GCF_000417445.1	PRJNA224116	SAMN02142023	ARSL00000000.1	na	1284792	573	Klebsiella pneumoniae UHKPC67	strain=UHKPC67		latest	Contig	Major	Full	2013/07/01	gkp6v01	JCVI	GCA_000417445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/445/GCF_000417445.1_gkp6v01		
GCF_000417465.1	PRJNA224116	SAMN02141974	ARSM00000000.1	na	1284818	573	Klebsiella pneumoniae UHKPC179	strain=UHKPC179		latest	Contig	Major	Full	2013/07/01	gkp32v01	JCVI	GCA_000417465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/465/GCF_000417465.1_gkp32v01		
GCF_000417485.1	PRJNA224116	SAMN02141980	ARRZ00000000.1	na	1284797	573	Klebsiella pneumoniae DMC0799	strain=DMC0799		latest	Contig	Major	Full	2013/07/01	gkp11v01	JCVI	GCA_000417485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/485/GCF_000417485.1_gkp11v01		
GCF_000417545.1	PRJNA224116	SAMN02141975	ARSG00000000.1	na	1284805	573	Klebsiella pneumoniae UHKPC17	strain=UHKPC17		latest	Contig	Major	Full	2013/07/01	gkp19v01	JCVI	GCA_000417545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/545/GCF_000417545.1_gkp19v01		
GCF_000439165.1	PRJNA224116	SAMN02469602	ATAK00000000.1	na	1341693	573	Klebsiella pneumoniae subsp. pneumoniae MP14	strain=MP14		latest	Contig	Major	Full	2013/07/22	KKPNMP14	Chunlab, Inc.	GCA_000439165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/165/GCF_000439165.1_KKPNMP14		
GCF_000439185.1	PRJNA224116	SAMN02469600	ATEZ00000000.1	na	1343063	573	Klebsiella pneumoniae subsp. pneumoniae UKKV901664	strain=UKKV901664		latest	Scaffold	Major	Full	2013/07/22	UKKV901664	Chunlab, Inc.	GCA_000439185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/185/GCF_000439185.1_UKKV901664		
GCF_000441835.1	PRJNA224116	SAMN02469374	ATRN00000000.1	na	1352932	573	Klebsiella pneumoniae LCT-KP182	strain=LCT-KP182		latest	Scaffold	Major	Full	2013/07/26	LCT-KP182 for vertion 2.04 of Klebsiella pneumoniae genome	BGI-shenzhen	GCA_000441835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/835/GCF_000441835.1_LCT-KP182_for_vertion_2.04_of_Klebsiella_pneumoniae_genome		
GCF_000441855.1	PRJNA224116	SAMN02469375	ATRO00000000.1	na	1352933	573	Klebsiella pneumoniae LCT-KP289	strain=LCT-KP289		latest	Scaffold	Major	Full	2013/07/26	LCT-KP289 for vertion 2.04 of Klebsiella pneumoniae genome	BGI-shenzhen	GCA_000441855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/855/GCF_000441855.1_LCT-KP289_for_vertion_2.04_of_Klebsiella_pneumoniae_genome		
GCF_000444855.2	PRJNA224116	SAMN02570520	AUTW00000000.2	na	1357295	573	Klebsiella pneumoniae EGD-HP19-C	strain=EGD-HP19-C		latest	Contig	Major	Full	2014/02/26	GS De Novo Assembly	National Environmental Engineering Research Institute-CSIR	GCA_000444855.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/855/GCF_000444855.2_GS_De_Novo_Assembly		
GCF_000445405.1	PRJNA224116	SAMN02603607		na	1380908	573	Klebsiella pneumoniae JM45			latest	Complete Genome	Major	Full	2013/08/12	ASM44540v1	Microbiology Laboratory, Hangzhou Yuhang Hospital of Traditional Chinese Medicine, Hangzhou, PR China	GCA_000445405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/405/GCF_000445405.1_ASM44540v1		
GCF_000465975.2	PRJNA224116	SAMN02470575		na	1365186	573	Klebsiella pneumoniae KP-1	strain=KP-1		latest	Complete Genome	Major	Full	2015/10/22	ASM46597v2	SCELSE/NTU	GCA_000465975.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/465/975/GCF_000465975.2_ASM46597v2		
GCF_000474015.1	PRJNA224116	SAMN02603668		na	1244085	573	Klebsiella pneumoniae CG43	strain=CG43		latest	Complete Genome	Major	Full	2013/10/18	ASM47401v1	National Tsing Hua University	GCA_000474015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/015/GCF_000474015.1_ASM47401v1		
GCF_000474635.1	PRJNA224116	SAMN02470628	AVAN00000000.1	na	1381121	573	Klebsiella pneumoniae 303K	strain=303K		latest	Contig	Major	Full	2013/10/17	Kp303K1.0	National Health Research Institutes	GCA_000474635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/635/GCF_000474635.1_Kp303K1.0		
GCF_000474865.1	PRJNA224116	SAMN02138644	AXLE00000000.1	na	1328414	573	Klebsiella pneumoniae BIDMC 18C	strain=BIDMC 18C		latest	Contig	Major	Full	2013/10/18	Kleb_pneu_BIDMC_18C_V1_PacBio	Broad Institute	GCA_000474865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/865/GCF_000474865.1_Kleb_pneu_BIDMC_18C_V1_PacBio		
GCF_000474885.1	PRJNA224116	SAMN02138635	AXLG00000000.1	na	1328408	573	Klebsiella pneumoniae BIDMC 12C	strain=BIDMC 12C		latest	Contig	Major	Full	2013/10/18	Kleb_pneu_BIDMC_12C_V1_PacBio	Broad Institute	GCA_000474885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/885/GCF_000474885.1_Kleb_pneu_BIDMC_12C_V1_PacBio		
GCF_000474905.1	PRJNA224116	SAMN02138639	AXLF00000000.1	na	1328411	573	Klebsiella pneumoniae BIDMC 16	strain=BIDMC 16		latest	Contig	Major	Full	2013/10/18	Kleb_pneu_BIDMC_16_V1_PacBio	Broad Institute	GCA_000474905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/905/GCF_000474905.1_Kleb_pneu_BIDMC_16_V1_PacBio		
GCF_000485755.1	PRJNA224116	SAMN02436803	AXUL00000000.1	na	1269006	573	Klebsiella pneumoniae 909957	strain=909957		latest	Scaffold	Major	Full	2013/10/28	ASM48575v1	Washington University	GCA_000485755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/755/GCF_000485755.1_ASM48575v1		
GCF_000492195.1	PRJNA224116	SAMN02138672	AYHR00000000.1	na	1328427	573	Klebsiella pneumoniae BIDMC 41	strain=BIDMC 41		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BIDMC_41_V1	Broad Institute	GCA_000492195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/195/GCF_000492195.1_Kleb_pneu_BIDMC_41_V1		
GCF_000492215.1	PRJNA224116	SAMN02138671	AYHS00000000.1	na	1328426	573	Klebsiella pneumoniae BIDMC 40	strain=BIDMC 40		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BIDMC_40_V1	Broad Institute	GCA_000492215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/215/GCF_000492215.1_Kleb_pneu_BIDMC_40_V1		
GCF_000492295.1	PRJNA224116	SAMN02138667	AYHW00000000.1	na	1328425	573	Klebsiella pneumoniae BIDMC 36	strain=BIDMC 36		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BIDMC_36_V1	Broad Institute	GCA_000492295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/295/GCF_000492295.1_Kleb_pneu_BIDMC_36_V1		
GCF_000492315.1	PRJNA224116	SAMN02138655	AYHX00000000.1	na	1328420	573	Klebsiella pneumoniae BIDMC 25	strain=BIDMC 25		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BIDMC_25_V1	Broad Institute	GCA_000492315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/315/GCF_000492315.1_Kleb_pneu_BIDMC_25_V1		
GCF_000492335.1	PRJNA224116	SAMN02138654	AYHY00000000.1	na	1328419	573	Klebsiella pneumoniae BIDMC 24	strain=BIDMC 24		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BIDMC_24_V1	Broad Institute	GCA_000492335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/335/GCF_000492335.1_Kleb_pneu_BIDMC_24_V1		
GCF_000492355.1	PRJNA224116	SAMN02138653	AYHZ00000000.1	na	1328418	573	Klebsiella pneumoniae BIDMC 23	strain=BIDMC 23		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BIDMC_23_V1	Broad Institute	GCA_000492355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/355/GCF_000492355.1_Kleb_pneu_BIDMC_23_V1		
GCF_000492375.1	PRJNA224116	SAMN02138652	AYIA00000000.1	na	1328417	573	Klebsiella pneumoniae BIDMC 22	strain=BIDMC 22		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BIDMC_22_V1	Broad Institute	GCA_000492375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/375/GCF_000492375.1_Kleb_pneu_BIDMC_22_V1		
GCF_000492395.1	PRJNA224116	SAMN02138651	AYIB00000000.1	na	1328416	573	Klebsiella pneumoniae BIDMC 21	strain=BIDMC 21		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BIDMC_21_V1	Broad Institute	GCA_000492395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/395/GCF_000492395.1_Kleb_pneu_BIDMC_21_V1		
GCF_000492515.1	PRJNA224116	SAMN02138613	AYIH00000000.1	na	1328394	573	Klebsiella pneumoniae UCICRE 8	strain=UCICRE 8		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_UCI_8_V1	Broad Institute	GCA_000492515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/515/GCF_000492515.1_Kleb_pneu_UCI_8_V1		
GCF_000492535.1	PRJNA224116	SAMN02138612	AYII00000000.1	na	1328393	573	Klebsiella pneumoniae UCICRE 7	strain=UCICRE 7		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_UCI_7_V1	Broad Institute	GCA_000492535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/535/GCF_000492535.1_Kleb_pneu_UCI_7_V1		
GCF_000492555.1	PRJNA224116	SAMN02138611	AYIJ00000000.1	na	1328392	573	Klebsiella pneumoniae UCICRE 6	strain=UCICRE 6		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_UCI_6_V1	Broad Institute	GCA_000492555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/555/GCF_000492555.1_Kleb_pneu_UCI_6_V1		
GCF_000492595.1	PRJNA224116	SAMN02138609	AYIL00000000.1	na	1328391	573	Klebsiella pneumoniae UCICRE 4	strain=UCICRE 4		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_UCI_4_V1	Broad Institute	GCA_000492595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/595/GCF_000492595.1_Kleb_pneu_UCI_4_V1		
GCF_000492635.1	PRJNA224116	SAMN02138607	AYIN00000000.1	na	1328390	573	Klebsiella pneumoniae UCICRE 2	strain=UCICRE 2		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_UCI_2_V1	Broad Institute	GCA_000492635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/635/GCF_000492635.1_Kleb_pneu_UCI_2_V1		
GCF_000492695.1	PRJNA224116	SAMN02138595	AYIQ00000000.1	na	1328385	573	Klebsiella pneumoniae BWH 30	strain=BWH 30		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BWH_30_V1	Broad Institute	GCA_000492695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/695/GCF_000492695.1_Kleb_pneu_BWH_30_V1		
GCF_000492735.1	PRJNA224116	SAMN02138593	AYIS00000000.1	na	1328384	573	Klebsiella pneumoniae BWH 28	strain=BWH 28		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_BWH_28_V1	Broad Institute	GCA_000492735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/735/GCF_000492735.1_Kleb_pneu_BWH_28_V1		
GCF_000492755.1	PRJNA224116	SAMN02138588	AYIT00000000.1	na	1328380	573	Klebsiella pneumoniae MGH 48	strain=MGH 48		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_MGH_48_V1	Broad Institute	GCA_000492755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/755/GCF_000492755.1_Kleb_pneu_MGH_48_V1		
GCF_000492775.1	PRJNA224116	SAMN02138586	AYIU00000000.1	na	1328378	573	Klebsiella pneumoniae MGH 46	strain=MGH 46		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_MGH_46_V1	Broad Institute	GCA_000492775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/775/GCF_000492775.1_Kleb_pneu_MGH_46_V1		
GCF_000492875.1	PRJNA224116	SAMN02138576	AYIZ00000000.1	na	1328372	573	Klebsiella pneumoniae MGH 36	strain=MGH 36		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_MGH_36_V1	Broad Institute	GCA_000492875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/875/GCF_000492875.1_Kleb_pneu_MGH_36_V1		
GCF_000492915.1	PRJNA224116	SAMN02138572	AYJB00000000.1	na	1328370	573	Klebsiella pneumoniae MGH 32	strain=MGH 32		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_MGH_32_V1	Broad Institute	GCA_000492915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/915/GCF_000492915.1_Kleb_pneu_MGH_32_V1		
GCF_000492935.1	PRJNA224116	SAMN02138570	AYJC00000000.1	na	1328368	573	Klebsiella pneumoniae MGH 30	strain=MGH 30		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_MGH_30_V1	Broad Institute	GCA_000492935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/492/935/GCF_000492935.1_Kleb_pneu_MGH_30_V1		
GCF_000493075.1	PRJNA224116	SAMN02138561	AYJJ00000000.1	na	1328366	573	Klebsiella pneumoniae MGH 21	strain=MGH 21		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_MGH_21_V1	Broad Institute	GCA_000493075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/075/GCF_000493075.1_Kleb_pneu_MGH_21_V1		
GCF_000493115.1	PRJNA224116	SAMN02138559	AYJL00000000.1	na	1328364	573	Klebsiella pneumoniae MGH 19	strain=MGH 19		latest	Scaffold	Major	Full	2013/10/30	Kleb_pneu_MGH_19_V1	Broad Institute	GCA_000493115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/115/GCF_000493115.1_Kleb_pneu_MGH_19_V1		
